Player,Team,League,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",xA per 90,Key passes per 90,Passes to final third per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Aerial duels per 90,"Direct free kicks on target, %","Penalty conversion, %"
C. Gakpo,Liverpool,Premier League,Striker,24,60000000,2028-06-30,7,357,2,2.45,0,0.04,20.92,48.19,Netherlands,"Netherlands, Togo",right,189,76,no,6.3,5.8,47.83,3.53,50,0,0,0,3.53,4.47,1.76,0,0,0,0,0.5,2,0.5,0.62,0,0,11,2.77,36.36,18.182,0,0.76,0,1.76,57.14,9.58,47.37,4.03,1.01,0.5,15.38,2.27,18.15,77.78,5.8,73.91,0.01,0,2.52,2.27,77.78,0,,0,,0,0,0,0,,,0,,0,0
Heung-Min Son,Tottenham Hotspur,Premier League,Striker,31,60000000,2025-06-30,8,688,6,3.87,0,2.34,10.07,48.05,Korea Republic,Korea Republic,right,183,78,no,1.44,1.31,70,0.39,33.33,0.13,0.22,0,0.39,0.67,0.39,0,0,0,0,0.78,6,0.78,0.51,0,0,24,3.14,45.83,25,0,1.31,30,2.88,63.64,6.28,54.17,6.02,1.57,0.92,21.72,1.18,26.69,83.82,5.63,81.4,0.31,1.31,1.57,3.27,76,0,,0,,0,0,0,0,,,0,,0,0
Diogo Jota,Liverpool,Premier League,Striker,26,55000000,2027-06-30,7,321,2,2.2,0,0.25,24.39,42.53,Portugal,Portugal,right,178,73,no,7.85,8.97,43.75,4.21,46.67,0.28,0.38,0.28,3.64,4.94,2.24,2,0.56,1,0.28,0.56,2,0.56,0.62,0,0,10,2.8,30,20,0,1.4,20,3.93,42.86,8.41,43.33,8.13,3.64,1.4,22.43,1.68,27.2,78.35,7.29,69.23,0.07,0.56,1.4,2.24,75,0,,0,,0,0,0,0,,,0,,0,0
Richarlison,Tottenham Hotspur,Premier League,Striker,26,55000000,2027-06-30,8,473,1,3.25,2,0.47,28.35,34.9,Brazil,Brazil,right,184,71,no,4.19,3.23,47.06,7.8,29.27,0.38,0.67,0.19,2.28,4.04,1.52,2,0.38,0,0,0.19,1,0.19,0.62,1,0.19,17,3.23,35.29,5.882,0.38,0.95,0,3.23,47.06,12.37,38.46,4.95,0.76,0.19,13.89,1.52,19.22,74.26,2.85,73.33,0.09,0.38,1.33,3.23,70.59,0,,0,,0,0,0,0,,,0,,0,0
A. Isak,Newcastle United,Premier League,Striker,24,50000000,2028-06-30,7,512,6,4.3,0,0.52,14.06,46.25,Sweden,"Sweden, Eritrea",right,192,77,no,1.93,1.58,55.56,1.41,25,0,0,0,1.05,1.4,0.88,0,0,0,0,1.05,5,0.88,0.76,0,0,17,2.99,58.82,35.294,0,0.53,33.33,2.46,78.57,8.26,48.94,4.39,1.76,0.88,10.02,0.88,14.59,79.52,2.99,76.47,0.09,0.7,1.58,1.23,57.14,0,,0,,0,0,0,0,,,0,,0,100
Mikel Oyarzabal,Real Sociedad,La Liga,Striker,26,50000000,2028-06-30,9,601,4,3.14,1,0.15,14.38,34.38,Spain,Spain,left,181,79,no,2.85,2.85,47.37,4.94,36.36,0,0,0,1.5,2.33,1.05,1,0.15,0,0,0.6,3,0.45,0.47,0,0,13,1.95,53.85,30.769,0.15,0.9,33.33,1.35,33.33,4.34,27.59,2.25,0.3,0.15,16.32,0.45,19.17,82.03,3.74,68,0.02,0.15,1.8,2.85,73.68,0,,0,,0,0,0,0,,,0,,0,100
M. Diaby,Aston Villa,Premier League,Striker,24,50000000,2025-06-30,8,690,2,2.08,2,2.14,13.3,37.25,France,"France, Mali",left,170,67,no,1.7,3,34.78,0.91,0,0,0,0,0.65,0.87,0.13,0,0,0,0,0.26,2,0.26,0.27,0,0,18,2.35,44.44,11.111,0.26,2.74,28.57,3.52,70.37,8.09,43.55,4.04,2.35,1.7,15.26,0.65,20.74,82.39,3.65,89.29,0.28,1.17,1.3,1.83,85.71,0,,0,,0,0,0,0,,,0.39,,0,0
F. Chiesa,Juventus,Serie A,Striker,25,50000000,2025-06-30,7,624,4,1.12,0,0.77,20.34,46.81,Italy,Italy,right,176,70,no,3.32,3.89,55.56,0.43,33.33,0.14,0.18,0.14,1.01,1.25,0.43,1,0.14,0,0,0.58,4,0.58,0.16,0,0,16,2.31,37.5,25,0,3.46,54.17,7.5,59.62,13.13,51.65,4.47,3.32,1.01,18.46,1.88,24.66,77.19,5.48,73.68,0.11,0.87,2.16,4.04,82.14,0,,0,,0,0,0,0,,,0,,0,0
R. Lukaku,Roma,Serie A,Striker,30,40000000,2026-06-30,6,511,5,2.12,0,0.26,23.07,27.48,Belgium,"Belgium, Congo DR",left,191,94,yes,2.64,1.94,45.45,2.99,23.53,0.18,0.25,0,1.59,2.25,0.7,1,0.18,0,0,0.88,5,0.88,0.37,0,0,13,2.29,53.85,38.462,0,0.7,50,2.47,57.14,13.21,26.67,3.7,1.06,0.35,10.74,0.18,17.26,73.47,2.11,41.67,0.05,0.18,0.88,0.7,75,0,,0,,0,0,0,0,,,0,,0,0
Gonçalo Ramos,PSG,Ligue 1,Striker,22,40000000,2026-06-30,7,437,2,2.11,0,0.28,15.45,34.67,Portugal,Portugal,right,185,79,yes,3.3,3.3,43.75,3.5,35.29,0.21,0.39,0,1.65,3.16,1.24,0,0,0,0,0.41,2,0.41,0.44,1,0.21,14,2.88,42.86,14.286,0,0,0,1.24,33.33,6.38,22.58,6.18,0.21,0,23.48,0.82,24.1,81.2,3.71,77.78,0.06,0.21,1.65,2.06,50,0,,0,,0,0,0,0,,,0,,0,0
R. Lewandowski,Barcelona,La Liga,Striker,35,40000000,2026-06-30,8,753,5,6.19,1,0.34,13.98,34.19,Poland,Poland,right,185,81,no,1.31,1.55,30.77,2.63,50,0,0,0.12,0.84,1.68,1.08,2,0.24,0,0,0.6,4,0.48,0.74,0,0,24,2.87,45.83,20.833,0.12,0.72,16.67,1.31,18.18,6.69,30.36,5.62,1.08,0.24,16.61,1.55,18.53,71.61,4.3,55.56,0.04,0.36,1.31,0.96,62.5,0,,0,,0,0,0,0,,,0,,0,100
R. Højlund,Manchester United,Premier League,Striker,20,35000000,2027-06-30,5,403,0,0.95,0,0.29,22.33,25,Denmark,Denmark,left,187,79,no,2.01,2.23,50,3.8,29.41,0.45,0.56,0,0.45,0.56,0.89,0,0,0,0,0,0,0,0.21,0,0,9,2.01,22.22,0,0,0.45,0,1.56,28.57,12.73,19.3,4.24,1.12,0.45,7.37,0.45,12.51,82.14,2.23,90,0.06,0.22,0.45,1.12,80,0,,0,,0,0,0,0,,,0,,0,0
M. Thuram,Internazionale,Serie A,Striker,26,32000000,,8,594,2,3.37,4,1,23.33,38.31,France,"France, Guadeloupe",right,192,90,no,2.27,2.27,53.33,5.45,36.11,0,0,0,1.06,1.39,1.06,0,0,0,0,0.3,2,0.3,0.51,1,0.15,19,2.88,36.84,10.526,0.61,0.76,80,3.79,56,12.12,41.25,5.3,2.12,0.76,11.97,1.67,18.64,78.05,3.18,52.38,0.15,0.91,1.82,1.67,81.82,0,,0,,0,0,0,0,,,0,,0,0
O. Watkins,Aston Villa,Premier League,Striker,27,32000000,2028-06-30,8,762,4,4.02,3,1.89,15.94,34.07,England,England,right,180,78,no,2.6,1.3,54.55,2.48,23.81,0,0,0,1.89,2.55,0.12,0,0,0,0,0.47,4,0.47,0.47,0,0,23,2.72,43.48,17.391,0.35,0.59,60,2.6,68.18,8.03,44.12,4.49,1.3,0.59,9.21,1.06,12.4,80.95,2.95,64,0.22,0.94,1.42,1.18,80,0,,0,,0,0,0,0,,,0,,0,0
João Pedro,Brighton,Premier League,Striker,22,32000000,2028-06-30,8,460,2,2.95,1,1.12,24.46,46.4,Brazil,Brazil,right,182,70,no,4.89,5.09,53.85,2.15,45.45,0.2,0.31,0,1.96,3.06,0.59,1,0.2,0,0,0.39,1,0.2,0.58,0,0,13,2.54,23.08,15.385,0.2,1.37,28.57,4.89,52,14.09,40.28,6.85,2.15,1.37,24.46,3.91,29.93,84.31,5.48,82.14,0.22,1.76,1.76,1.96,60,0,,0,,0,0,0,0,,,0.2,,0,100
A. Lookman,Atalanta,Serie A,Striker,25,30000000,2026-06-30,8,409,2,1.9,0,0.49,17.16,43.59,England,"England, Nigeria",right,174,71,no,3.52,3.08,64.29,0.88,0,0,0,0,1.54,1.81,1.32,1,0.22,0,0,0.44,2,0.44,0.42,0,0,12,2.64,33.33,16.667,0,2.64,8.33,5.72,46.15,10.56,41.67,5.5,2.2,0.22,25.75,0.44,30.59,75.54,5.94,70.37,0.11,0.22,2.2,3.3,86.67,0,,0,,0,0,0,0,,,0,,0,0
Gerard Moreno,Villarreal,La Liga,Striker,31,30000000,2027-06-30,7,516,3,1.83,0,0.33,18.66,35.51,Spain,Spain,left,180,77,no,4.01,3.49,45,1.92,63.64,0.17,0.28,0.35,2.27,3.68,0.52,0,0,0,0,0.52,3,0.52,0.32,0,0,13,2.27,30.77,23.077,0,1.05,16.67,2.97,41.18,11.34,30.77,3.14,1.74,0.17,26.34,1.74,35.41,82.27,9.24,73.58,0.06,0.35,3.84,5.23,83.33,0,,0,,0,0,0,0,,,0,,0,0
Matheus Cunha,Wolverhampton Wanderers,Premier League,Striker,24,30000000,2026-06-30,8,676,1,1.27,1,0.55,21.04,39.87,Brazil,Brazil,right,183,76,no,5.19,4.26,56.25,2.26,41.18,0.67,0.79,0,2.13,2.51,0.8,0,0,0,0,0.13,1,0.13,0.17,1,0.13,11,1.46,36.36,9.091,0.13,0.67,40,3.59,44.44,10.12,32.89,2.4,3.06,1.73,12.38,1.2,17.71,82.71,3.99,66.67,0.07,0.53,2.13,1.6,75,0,,0,,0,0,0,0,,,0,,0,0
S. Haller,Borussia Dortmund,Bundesliga,Striker,29,30000000,2026-06-30,7,337,0,0.15,0,0.84,23.5,36.36,France,"France, Côte d'Ivoire",right,190,82,no,4.27,1.87,57.14,9.61,47.22,0.27,0.45,0.27,2.94,5,1.34,1,0.27,0,0,0,0,0,0.04,0,0,3,0.8,33.33,0,0,0,0,1.07,25,6.68,20,3.47,0.53,0.27,13.89,1.87,18.43,78.26,4.54,47.06,0.22,0.27,1.87,2.4,77.78,0,,0,,0,0,0,0,,,0,,0,0
Ferrán Torres,Barcelona,La Liga,Striker,23,30000000,2027-06-30,8,430,3,2.3,0,0.85,11.3,42.59,Spain,Spain,right,184,77,no,3.56,2.09,50,1.26,33.33,0.63,1.43,0,1.88,4.29,0.21,0,0,0,0,0.63,3,0.63,0.48,0,0,15,3.14,33.33,20,0,1.26,16.67,1.47,85.71,6.49,38.71,3.98,0.63,0.21,28.67,0.63,34.74,80.12,8.37,60,0.18,0.21,3.77,4.6,86.36,0,,0,,0,0,0,0,,,0.21,,50,0
B. Mbeumo,Brentford,Premier League,Striker,24,28000000,2026-06-30,8,818,4,4.09,0,1.77,21.45,37.44,France,"France, Cameroon",left,171,65,no,3.85,4.84,56.82,3.63,24.24,0.11,0.14,0.11,0.99,1.29,1.1,1,0.11,0,0,0.44,2,0.22,0.45,0,0,15,1.65,46.67,26.667,0,3.41,45.16,3.41,58.06,9.68,31.82,3.74,1.98,0.99,20.24,0.88,28.39,75.58,6.93,58.73,0.2,0.66,1.65,4.18,65.79,0,,0,,0,0,0,0,,,0.11,,0,100
C. De Ketelaere,Atalanta,Serie A,Striker,22,27000000,2027-06-30,8,524,1,1.23,2,1.25,30.23,40.91,Belgium,Belgium,left,192,79,yes,4.47,5.15,63.33,4.81,39.29,0,0,0,1.2,1.46,1.03,0,0,0,0,0.17,1,0.17,0.21,1,0.17,12,2.06,41.67,8.333,0.34,1.2,14.29,5.84,58.82,15.63,36.26,4.81,3.78,0.86,22.84,1.2,30.57,76.97,8.93,71.15,0.21,0.69,2.75,4.81,82.14,0,,0,,0,0,0,0,,,0,,0,0
A. Kalimuendo,Rennes,Ligue 1,Striker,21,25000000,2027-06-30,6,433,2,3.19,0,0.28,19.75,34.74,France,"France, Congo DR",right,175,79,no,2.08,1.87,33.33,1.66,25,0,0,0.21,1.45,1.84,0.83,0,0,0,0,0.42,1,0.21,0.66,0,0,13,2.7,53.85,15.385,0,0.83,0,1.87,77.78,13.72,34.85,4.99,1.25,0.21,16.42,1.25,24.73,85.71,2.29,72.73,0.06,0.62,1.66,0.62,33.33,0,,0,,0,0,0,0,,,0.21,,0,100
E. Wahi,Lens,Ligue 1,Striker,20,25000000,2025-06-30,7,347,1,1.18,0,0.62,15.56,26.67,France,"France, Côte d'Ivoire",right,181,77,no,2.33,2.85,54.55,2.85,27.27,0,0,0.52,0.78,1.06,1.04,3,0.78,0,0,0.26,1,0.26,0.31,0,0,7,1.82,71.43,14.286,0,0.26,0,3.11,33.33,7.26,25,3.63,0.78,0.78,13.75,0.26,15.3,76.27,1.82,57.14,0.16,0.26,0.78,0.78,100,0,,0,,0,0,0,0,,,0,,0,0
A. Griezmann,Atlético Madrid,La Liga,Striker,32,25000000,2024-06-30,8,738,4,2.67,0,1.89,12.56,42.72,France,France,left,176,73,no,4.63,2.93,54.17,1.71,35.71,0.98,1.19,0.24,2.07,2.52,0.49,3,0.37,0,0,0.49,3,0.37,0.33,1,0.12,16,1.95,37.5,25,0,1.34,36.36,2.32,42.11,5.85,33.33,3.54,0.61,0.61,27.8,0.85,33.29,84.62,7.2,76.27,0.23,0.61,4.02,3.41,85.71,0,,0,,0,0,0,0,,,0,,0,100
Álvaro Morata,Atlético Madrid,La Liga,Striker,30,25000000,2024-06-30,7,543,5,2.61,0,0,22.04,33.83,Spain,Spain,right,189,84,no,2.82,2.32,57.14,4.64,53.57,0,0,0.17,1.49,1.84,1.66,2,0.33,1,0.17,0.83,5,0.83,0.43,2,0.33,13,2.15,61.54,38.462,0,0.17,0,1.16,57.14,8.29,18,3.31,0.66,0.5,9.45,0.99,14.59,76.14,3.15,57.89,0,0,0.5,0.83,60,0,,0,,0,0,0,0,,,0,,0,0
E. Nketiah,Arsenal,Premier League,Striker,24,25000000,2027-06-30,8,621,2,2.12,0,0.13,18.55,37.5,England,"England, Ghana",right,180,73,no,3.62,2.75,57.89,2.9,40,0.29,0.44,0.14,1.74,2.67,1.16,1,0.14,0,0,0.29,2,0.29,0.31,0,0,14,2.03,21.43,14.286,0,0.43,33.33,3.62,52,9.57,34.85,4.64,1.3,0.87,8.99,1.59,13.77,84.21,2.17,80,0.02,0.14,0.58,0.29,100,0,,0,,0,0,0,0,,,1.3,,0,0
Vitinha,Olympique Marseille,Ligue 1,Striker,23,22000000,2027-06-30,8,425,2,1.76,0,0.92,25.84,38.52,Portugal,Portugal,right,178,74,no,5.51,5.29,68,4.87,13.04,0.21,0.29,0,1.69,2.29,0.85,0,0,0,0,0.42,2,0.42,0.37,0,0,15,3.18,33.33,13.333,0,2.12,30,4.66,54.55,11.44,38.89,7.2,1.91,0.85,12.71,1.91,18.42,74.71,2.96,64.29,0.19,0.64,1.06,1.91,77.78,0,,0,,0,0,0,0,,,0,,0,0
T. Awoniyi,Nottingham Forest,Premier League,Striker,26,20000000,2027-06-30,7,520,3,2.18,2,0.15,24.92,29.17,Nigeria,Nigeria,right,183,84,no,2.42,2.42,64.29,4.15,25,0,0,0.35,0.87,0.93,0.87,1,0.17,0,0,0.52,3,0.52,0.38,1,0.17,7,1.21,42.86,42.857,0.35,0.35,0,0.87,40,11.42,21.21,3.46,1.38,0.35,9.69,1.04,13.33,72.73,2.77,56.25,0.03,0.69,0.87,1.21,42.86,0,,0,,0,0,0,0,,,0,,0,0
W. Ben Yedder,Monaco,Ligue 1,Striker,33,20000000,2024-06-30,8,676,5,4.34,1,1.06,13.05,36.73,France,"France, Tunisia",right,170,68,no,1.6,1.6,58.33,2.26,23.53,0,0,0,0.67,0.92,0.53,0,0,0,0,0.67,5,0.67,0.58,1,0.13,14,1.86,50,35.714,0.13,0.8,33.33,2.53,52.63,6.66,36,4.79,0.93,0.4,18.37,0.8,24.9,78.61,5.46,63.41,0.14,0.93,2.53,2.66,70,0,,0,,0,0,0,0,,,0,,0,0
T. Moffi,Nice,Ligue 1,Striker,24,20000000,2024-06-30,8,607,3,2.72,1,0.19,22.54,28.95,Nigeria,Nigeria,left,188,89,no,2.08,4,33.33,2.37,25,0,0,0,0.74,0.91,1.48,1,0.15,0,0,0.44,3,0.44,0.4,0,0,15,2.22,66.67,20,0.15,0,0,3.41,39.13,13.49,28.57,4,1.93,0.44,12.9,0.74,17.79,78.33,2.22,40,0.03,0.3,1.48,1.04,57.14,0,,0,,0,0,0,0,,,0,,0,0
L. Openda,RB Leipzig,Bundesliga,Striker,23,20000000,2027-06-30,7,548,4,2.56,2,0.81,20.04,38.52,Belgium,"Belgium, Morocco",right,177,75,no,2.79,2.63,43.75,2.63,43.75,0,0,0,1.64,2.33,0.82,0,0,0,0,0.66,4,0.66,0.42,2,0.33,16,2.63,50,25,0.33,2.96,27.78,4.6,50,9.69,40.68,4.6,1.48,0.66,8.87,2.3,13.3,62.96,1.48,55.56,0.13,0.82,1.15,1.31,62.5,0,,0,,0,0,0,0,,,0,,0,0
C. Immobile,Lazio,Serie A,Striker,33,18000000,2026-06-30,7,562,2,2.37,0,0.12,16.33,34.31,Italy,Italy,right,185,85,no,3.68,4,64,1.12,14.29,0.48,0.6,0,0.64,0.81,0.64,2,0.32,0,0,0.32,1,0.16,0.38,0,0,9,1.44,44.44,22.222,0,0.48,33.33,1.76,45.45,8.01,24,3.36,0.8,0,18.9,1.28,23.86,79.19,4.16,61.54,0.02,0.32,0.8,1.76,45.45,0,,0,,0,0,0,0,,,0,,0,100
I. Ndiaye,Olympique Marseille,Ligue 1,Striker,23,18000000,2024-06-30,8,481,1,1.56,1,0.82,24.89,36.84,France,"France, Senegal",right,180,70,no,3.37,3.93,42.86,1.31,14.29,0,0,0.19,1.68,2.25,0.94,0,0,0,0,0.19,1,0.19,0.29,0,0,9,1.68,55.56,11.111,0.19,2.06,27.27,3.93,61.9,16.47,37.5,3.74,2.81,0.37,19.27,1.12,26.94,82.64,5.61,76.67,0.15,1.12,1.5,2.62,64.29,0,,0,,0,0,0,0,,,0,,0,0
C. Wilson,Newcastle United,Premier League,Striker,31,18000000,2025-06-30,7,320,4,3.58,0,0,23.06,24.39,England,England,right,180,66,no,2.25,1.41,60,2.81,0,0,0,0.28,1.41,2.03,1.69,1,0.28,0,0,1.13,3,0.84,1.01,1,0.28,16,4.5,68.75,25,0,0.84,0,2.25,62.5,11.81,23.81,6.47,2.25,0.56,10.97,0.28,13.5,62.5,3.09,27.27,0,0,1.13,0.84,66.67,0,,0,,0,0,0,0,,,0,,0,100
D. Solanke,Bournemouth,Premier League,Striker,26,18000000,2027-06-30,8,806,3,3.11,0,0.52,23.45,29.05,England,"England, Nigeria",right,187,80,no,3.8,2.68,62.5,3.13,25,0,0,0.22,2.12,2.6,0.89,1,0.11,0,0,0.33,3,0.33,0.35,0,0,19,2.12,42.11,15.789,0,0.67,50,4.13,45.95,12.62,29.2,4.35,1.23,0.89,7.15,0.67,10.61,78.95,2.23,45,0.06,0.22,0.78,0.56,100,0,,0,,0,0,0,0,,,0,,0,0
O. Édouard,Crystal Palace,Premier League,Striker,25,17000000,2025-06-30,7,654,4,3.01,0,0.35,20.37,39.86,French Guiana,"French Guiana, France",right,187,83,no,3.3,3.3,70.83,3.99,37.93,0,0,0,0.96,1.13,0.96,0,0,0,0,0.55,4,0.55,0.41,0,0,16,2.2,50,25,0,0.96,0,2.75,45,8.53,33.87,3.58,2.2,0.55,12.25,0.83,15.96,74.14,3.72,59.26,0.05,0.28,1.79,1.51,81.82,0,,0,,0,0,0,0,,,0,,100,0
A. Pinamonti,Sassuolo,Serie A,Striker,24,17000000,2024-06-30,8,633,4,1.46,0,0.3,22.04,32.9,Italy,Italy,right,188,72,no,2.42,1.99,57.14,7.39,25,0,0,0,1.28,1.45,0.28,1,0.14,0,0,0.57,4,0.57,0.21,2,0.28,16,2.27,31.25,25,0,0.57,0,2.13,60,8.1,35.09,3.13,0.43,0,10.52,0.85,15.5,74.31,3.13,50,0.04,0.14,1.28,1.28,44.44,0,,0,,0,0,0,0,,,0,,0,0
M. Retegui,Genoa,Serie A,Striker,24,16000000,2024-12-31,7,607,3,1.68,1,0.09,24.32,33.54,Argentina,"Argentina, Italy",right,186,81,no,3.26,3.11,61.9,5.34,41.67,0.15,0.14,0,1.19,1.14,1.19,3,0.44,0,0,0.44,3,0.44,0.25,1,0.15,9,1.33,77.78,33.333,0.15,0.74,20,1.19,12.5,9.49,25,1.63,0.3,0.3,6.82,1.19,14.09,74.74,2.67,44.44,0.01,0.15,0.89,0.74,40,0,,0,,0,0,0,0,,,0,,0,0
Y. En-Nesyri,Sevilla,La Liga,Striker,26,15000000,2025-06-30,7,548,3,2.2,0,0.03,16.09,37.76,Morocco,Morocco,left,188,78,no,1.64,1.48,33.33,7.39,37.78,0,0,0,1.15,2,0.82,0,0,0,0,0.49,3,0.49,0.36,3,0.49,17,2.79,52.94,17.647,0,0,0,0.66,25,2.79,35.29,4.27,0.33,0,3.61,0.49,6.9,66.67,1.15,14.29,0,0,0.99,0.66,25,0,,0,,0,0,0,0,,,0,,0,0
V. Muriqi,Mallorca,La Liga,Striker,29,15000000,2027-06-30,9,904,4,4.88,2,0.99,25.49,36.33,Kosovo,"Kosovo, Albania",left,194,92,no,3.29,2.79,50,8.36,50,0.2,0.24,0.1,1.69,2,1.49,0,0,0,0,0.4,3,0.3,0.49,0,0,20,1.99,55,20,0.2,0.1,100,1,20,7.27,24.66,3.19,0.2,0.2,9.66,1.29,15.33,78.57,3.09,54.84,0.1,0.5,1.49,1.59,56.25,0,,0,,0,0,0,0,,,0.1,,0,33.333
N. Jackson,Chelsea,Premier League,Striker,22,15000000,2026-06-30,7,622,2,4.52,0,0.78,20.26,41.43,Gambia,"Gambia, Senegal",right,187,78,no,3.04,3.18,54.55,3.33,39.13,0,0,0.14,1.3,2.37,0.87,5,0.72,0,0,0.29,2,0.29,0.65,0,0,20,2.89,40,10,0,0.29,50,3.04,57.14,11,39.47,5.06,2.03,1.59,14.18,1.01,17.94,83.06,2.89,80,0.11,0.43,1.45,1.88,76.92,0,,0,,0,0,0,0,,,0,,0,0
André Almeida,Valencia,La Liga,Striker,23,15000000,2028-06-30,8,522,0,0.53,1,0.57,21.38,45.97,Portugal,Portugal,right,176,70,no,6.55,6.03,68.57,1.38,12.5,0.52,0.64,0,1.9,2.34,1.03,0,0,0,0,0,0,0,0.09,0,0,5,0.86,40,0,0.17,1.38,12.5,3.45,50,10.86,42.86,0.86,1.9,0.86,20.52,2.07,31.21,80.66,8.28,70.83,0.1,0.52,4.83,3.79,68.18,0,,0,,0,0,0,0,,,0.17,,0,0
S. Becker,Union Berlin,Bundesliga,Striker,28,15000000,2024-06-30,6,355,0,0.88,1,1.86,18.51,38.36,Netherlands,"Netherlands, Suriname",right,180,77,no,2.03,1.52,50,1.27,20,0,0,0,1.27,1.6,0.25,0,0,0,0,0,0,0,0.22,0,0,13,3.3,30.77,0,0.25,6.08,37.5,5.07,60,12.93,35.29,4.06,2.54,1.52,19.52,0.76,31.94,67.46,6.34,56,0.47,2.03,3.55,4.56,88.89,0,,0,,0,0,0,0,,,0,,100,0
Y. Wissa,Brentford,Premier League,Striker,27,15000000,2026-06-30,8,744,2,3.63,1,0.05,16.57,48.91,France,"France, Congo DR",right,176,74,no,4.48,3.75,51.61,4.11,55.88,0.36,0.49,0.12,2.18,2.92,1.09,1,0.12,0,0,0.24,2,0.24,0.44,0,0,22,2.66,22.73,9.091,0.12,0.36,33.33,1.94,68.75,6.29,48.08,4.72,1.33,0.85,7.74,1.69,12.1,73,1.81,66.67,0.01,0,0.85,1.09,22.22,0,,0,,0,0,0,0,,,0.12,,0,0
J. Wind,Wolfsburg,Bundesliga,Striker,24,14000000,2026-06-30,7,649,7,5.7,1,0.88,23.71,35.09,Denmark,Denmark,right,190,82,no,2.5,1.66,50,8.46,40.98,0.28,0.35,0.28,1.39,1.74,0.83,2,0.28,0,0,0.97,7,0.97,0.79,0,0,17,2.36,58.82,41.176,0.14,0.28,50,1.11,75,8.04,31.03,2.63,0.14,0,10.26,0.83,16.09,71.55,5.55,67.5,0.12,0.55,1.66,2.91,71.43,0,,0,,0,0,0,0,,,0,,0,0
B. Dia,Salernitana,Serie A,Striker,26,14000000,2026-06-30,5,347,1,0.67,0,0.06,19.19,24.32,France,"France, Senegal",right,180,75,no,3.11,1.3,60,3.63,7.14,0.26,0.33,0,2.07,2.67,0.78,0,0,0,0,0.26,1,0.26,0.17,0,0,5,1.3,80,20,0,0.26,0,2.33,33.33,11.15,30.23,2.33,1.04,1.3,10.89,1.56,15.3,86.44,3.37,69.23,0.02,0.26,1.56,2.59,80,0,,0,,0,0,0,0,,,0,,0,0
W. Weghorst,Hoffenheim,Bundesliga,Striker,31,14000000,2025-06-30,5,435,0,0.07,0,0.52,24.21,26.5,Netherlands,Netherlands,right,197,88,yes,4.76,3.31,43.75,5.59,33.33,0.62,0.87,0.83,2.69,3.75,0.83,2,0.41,0,0,0,0,0,0.01,0,0,2,0.41,0,0,0,0.62,33.33,1.03,40,7.24,22.86,1.66,0.41,0.21,16.97,1.03,24.62,81.51,5.38,65.38,0.11,0.62,2.48,1.66,100,0,,0,,0,0,0,0,,,0,,0,0
Fábio Silva,Wolverhampton Wanderers,Premier League,Striker,21,13000000,2026-06-30,7,303,0,0.92,0,0.41,21.09,32.39,Portugal,Portugal,right,185,75,no,4.46,4.75,56.25,2.38,25,0,0,0,1.78,2.28,1.78,1,0.3,0,0,0,0,0,0.27,0,0,7,2.08,42.86,0,0,0,0,0.59,0,7.43,28,3.86,0.59,0.89,15.45,1.19,19.6,77.27,5.94,65,0.12,0.89,3.27,3.56,66.67,0,,0,,0,0,0,0,,,0.3,,0,0
N. Füllkrug,Borussia Dortmund,Bundesliga,Striker,30,13000000,2025-06-30,7,513,2,2.22,1,0.62,21.23,42.15,Germany,Germany,right,189,83,no,3.86,1.93,81.82,8.42,43.75,0.18,0.25,0.35,2.11,3,0.88,0,0,0,0,0.35,2,0.35,0.39,0,0,10,1.75,50,20,0.18,0.35,50,1.23,42.86,7.02,35,3.33,0.7,0.35,15.44,1.93,21.05,75,4.21,45.83,0.11,0.35,1.93,2.11,75,0,,0,,0,0,0,0,,,0,,0,0
C. Archer,Sheffield United,Premier League,Striker,21,12000000,2027-06-30,6,483,1,0.55,0,0.36,20.5,25.45,England,England,right,175,72,no,2.8,2.61,35.71,1.49,12.5,0.19,0.22,0.37,1.68,1.97,0.75,2,0.37,0,0,0.19,1,0.19,0.1,0,0,4,0.75,25,25,0,0.37,100,1.86,50,11.37,26.23,1.86,1.3,0.75,10.06,0.93,14.35,89.61,0.93,80,0.07,0.56,0,0.93,40,0,,0,,0,0,0,0,,,0,,0,0
